"","fighter","winner","match_id","weight_class","date","opponent"
"2437","Scott Askham",1,2437,"Middleweight","2016-02-27","Chris Dempsey"
"2438","Tom Breese",1,2438,"Welterweight","2016-02-27","Keita Nakamura"
"2439","Anderson Silva",0,2439,"Middleweight","2016-02-27","Michael Bisping"
"2440","Mike Wilkinson",0,2440,"Featherweight","2016-02-27","Makwan Amirkhani"
"2441","Arnold Allen",1,2441,"Featherweight","2016-02-27","Yaotzin Meza"
"2442","Gegard Mousasi",1,2442,"Middleweight","2016-02-27","Thales Leites"
"2443","Davey Grant",1,2443,"Bantamweight","2016-02-27","Marlon Vera"
"2444","Francisco Rivera",0,2444,"Bantamweight","2016-02-27","Brad Pickett"
"2445","Norman Parke",0,2445,"Lightweight","2016-02-27","Rustam Khabilov"
"2446","Teemu Packalen",1,2446,"Lightweight","2016-02-27","Thibault Gouti"
"2447","Brad Scott",0,2447,"Middleweight","2016-02-27","Krzysztof Jotko"
"2448","David Teymur",1,2448,"Lightweight","2016-02-27","Martin Svensson"
"2449","Daniel Omielanczuk",1,2449,"Heavyweight","2016-02-27","Jarjis Danho"
"2450","Dennis Bermudez",1,2450,"Featherweight","2016-02-21","Tatsuya Kawajiri"
"2451","Cody Garbrandt",1,2451,"CatchWeight","2016-02-21","Augusto Mendes"
"2452","Daniel Sarafian",0,2452,"Middleweight","2016-02-21","Oluwale Bamgbose"
"2453","Derek Brunson",1,2453,"Middleweight","2016-02-21","Roan Carneiro"
"2454","Donald Cerrone",1,2454,"Welterweight","2016-02-21","Alex Oliveira"
"2455","Alex Garcia",0,2455,"Welterweight","2016-02-21","Sean Strickland"
"2456","James Krause",1,2456,"Lightweight","2016-02-21","Shane Campbell"
"2457","Chris Camozzi",1,2457,"Middleweight","2016-02-21","Joe Riggs"
"2458","Anthony Smith",1,2458,"Middleweight","2016-02-21","Leonardo Guimaraes"
"2459","Marion Reneau",0,2459,"WomenBantamweight","2016-02-21","Ashlee Evans-Smith"
"2460","Lauren Murphy",1,2460,"WomenBantamweight","2016-02-21","Kelly Faszholz"
"2461","Jonavin Webb",0,2461,"Welterweight","2016-02-21","Nathan Coy"
"2462","Anthony Hamilton",0,2462,"Heavyweight","2016-02-21","Shamil Abdurakhimov"
"2463","Derrick Lewis",1,2463,"Heavyweight","2016-02-06","Damian Grabowski"
"2464","Johny Hendricks",0,2464,"Welterweight","2016-02-06","Stephen Thompson"
"2465","Mike Pyle",1,2465,"Welterweight","2016-02-06","Sean Spencer"
"2466","Misha Cirkunov",1,2466,"LightHeavyweight","2016-02-06","Alex Nicholson"
"2467","Joshua Burkman",1,2467,"Lightweight","2016-02-06","KJ Noons"
"2468","Ovince Saint Preux",1,2468,"LightHeavyweight","2016-02-06","Rafael Cavalcante"
"2469","Joseph Benavidez",1,2469,"Flyweight","2016-02-06","Zach Makovsky"
"2470","Roy Nelson",1,2470,"Heavyweight","2016-02-06","Jared Rosholt"
"2471","Noad Lahat",0,2471,"Featherweight","2016-02-06","Diego Rivas"
"2472","Ray Borg",0,2472,"Flyweight","2016-02-06","Justin Scoggins"
"2473","Mickey Gall",1,2473,"Welterweight","2016-02-06","Mike Jackson"
"2474","Artem Lobov",0,2474,"Featherweight","2016-02-06","Alex White"
"2475","Sage Northcutt",0,2475,"Welterweight","2016-01-30","Bryan Barberena"
"2476","Tarec Saffiedine",1,2476,"Welterweight","2016-01-30","Jake Ellenberger"
"2477","Olivier Aubin-Mercier",0,2477,"Lightweight","2016-01-30","Diego Ferreira"
"2478","Rafael Natal",1,2478,"Middleweight","2016-01-30","Kevin Casey"
"2479","Dustin Ortiz",0,2479,"Flyweight","2016-01-30","Wilson Reis"
"2480","Anthony Johnson",1,2480,"LightHeavyweight","2016-01-30","Ryan Bader"
"2481","Josh Barnett",0,2481,"Heavyweight","2016-01-30","Ben Rothwell"
"2482","Iuri Alcantara",0,2482,"Bantamweight","2016-01-30","Jimmie Rivera"
"2483","Matt Dwyer",0,2483,"Welterweight","2016-01-30","Randy Brown"
"2484","George Sullivan",0,2484,"Welterweight","2016-01-30","Alexander Yakovlev"
"2485","Alex Caceres",1,2485,"Featherweight","2016-01-30","Masio Fullen"
"2486","Damon Jackson",0.5,2486,"Featherweight","2016-01-30","Levan Makashvili"
"2487","Anthony Rocco Martin",1,2487,"Lightweight","2016-01-30","Felipe Olivieri"
"2488","Maximo Blanco",0,2488,"Featherweight","2016-01-17","Luke Sanders"
"2489","Tim Boetsch",0,2489,"LightHeavyweight","2016-01-17","Ed Herman"
"2490","Patrick Cote",1,2490,"Welterweight","2016-01-17","Ben Saunders"
"2491","Ross Pearson",0,2491,"Lightweight","2016-01-17","Francisco Trinaldo"
"2492","Travis Browne",1,2492,"Heavyweight","2016-01-17","Matt Mitrione"
"2493","Anthony Pettis",0,2493,"Lightweight","2016-01-17","Eddie Alvarez"
"2494","Chris Wade",1,2494,"Lightweight","2016-01-17","Mehdi Baghdad"
"2495","TJ Dillashaw",0,2495,"Bantamweight","2016-01-17","Dominick Cruz"
"2496","Ilir Latifi",1,2496,"LightHeavyweight","2016-01-17","Sean O'Connell"
"2497","Paul Felder",1,2497,"Lightweight","2016-01-17","Daron Cruickshank"
"2498","Rob Font",1,2498,"Bantamweight","2016-01-17","Joey Gomez"
"2499","Francimar Barroso",1,2499,"LightHeavyweight","2016-01-17","Elvis Mutapcic"
"2500","Charles Rosa",1,2500,"Featherweight","2016-01-17","Kyle Bochniak"
"2501","Justine Kish",1,2501,"WomenStrawweight","2016-01-02","Nina Ansaroff"
"2502","Diego Brandao",0,2502,"Featherweight","2016-01-02","Brian Ortega"
"2503","Kyle Noke",0,2503,"Welterweight","2016-01-02","Alex Morono"
"2504","Abel Trujillo",1,2504,"Lightweight","2016-01-02","Tony Sims"
"2505","Lorenz Larkin",0,2505,"Welterweight","2016-01-02","Albert Tumenov"
"2506","Stipe Miocic",1,2506,"Heavyweight","2016-01-02","Andrei Arlovski"
"2507","Michael McDonald",1,2507,"Bantamweight","2016-01-02","Masanori Kanehara"
"2508","Joe Soto",0,2508,"Bantamweight","2016-01-02","Michinori Tanaka"
"2509","Robbie Lawler",1,2509,"Welterweight","2016-01-02","Carlos Condit"
"2510","Dustin Poirier",1,2510,"Lightweight","2016-01-02","Joe Duffy"
"2511","Scott Holtzman",0,2511,"Lightweight","2016-01-02","Drew Dober"
"2512","Sheldon Westcott",1,2512,"Welterweight","2016-01-02","Edgar Garcia"
"2513","Rafael Dos Anjos",1,2513,"Lightweight","2015-12-19","Donald Cerrone"
"2514","Randa Markos",0,2514,"WomenStrawweight","2015-12-19","Karolina Kowalkiewicz"
"2515","Charles Oliveira",1,2515,"Featherweight","2015-12-19","Myles Jury"
"2516","CB Dollaway",0,2516,"Middleweight","2015-12-19","Nate Marquardt"
"2517","Josh Samman",0,2517,"Middleweight","2015-12-19","Tamdan McCrory"
"2518","Michael Johnson",0,2518,"Lightweight","2015-12-19","Nate Diaz"
"2519","Junior Dos Santos",0,2519,"Heavyweight","2015-12-19","Alistair Overeem"
"2520","Sarah Kaufman",0,2520,"WomenBantamweight","2015-12-19","Valentina Shevchenko"
"2521","Kamaru Usman",1,2521,"Welterweight","2015-12-19","Leon Edwards"
"2522","Hayder Hassan",0,2522,"Welterweight","2015-12-19","Vicente Luque"
"2523","Cole Miller",0.5,2523,"Featherweight","2015-12-19","Jim Alers"
"2524","Nik Lentz",1,2524,"Lightweight","2015-12-19","Danny Castillo"
"2525","Francis Ngannou",1,2525,"Heavyweight","2015-12-19","Luis Henrique"
"2526","Warlley Alves",1,2526,"Welterweight","2015-12-12","Colby Covington"
"2527","Tecia Torres",1,2527,"WomenStrawweight","2015-12-12","Jocelyn Jones-Lybarger"
"2528","Jacare Souza",0,2528,"Middleweight","2015-12-12","Yoel Romero"
"2529","Jose Aldo",0,2529,"Featherweight","2015-12-12","Conor McGregor"
"2530","Chris Weidman",0,2530,"Middleweight","2015-12-12","Luke Rockhold"
"2531","Urijah Faber",1,2531,"Bantamweight","2015-12-12","Frankie Saenz"
"2532","Demian Maia",1,2532,"Welterweight","2015-12-12","Gunnar Nelson"
"2533","Max Holloway",1,2533,"Featherweight","2015-12-12","Jeremy Stephens"
"2534","Leonardo Santos",1,2534,"Lightweight","2015-12-12","Kevin Lee"
"2535","Joe Proctor",0,2535,"Lightweight","2015-12-12","Magomed Mustafaev"
"2536","Court McGee",1,2536,"Welterweight","2015-12-12","Marcio Alexandre Junior"
"2537","John Makdessi",0,2537,"Lightweight","2015-12-12","Yancy Medeiros"
"2538","Julian Erosa",1,2538,"Lightweight","2015-12-11","Marcin Wrzosek"
"2539","Artem Lobov",0,2539,"Lightweight","2015-12-11","Ryan Hall"
"2540","Tatsuya Kawajiri",1,2540,"Featherweight","2015-12-11","Jason Knight"
"2541","Edson Barboza",0,2541,"Lightweight","2015-12-11","Tony Ferguson"
"2542","Joe Lauzon",0,2542,"Lightweight","2015-12-11","Evan Dunham"
"2543","Ryan LaFlare",1,2543,"Welterweight","2015-12-11","Mike Pierce"
"2544","Gabriel Gonzaga",1,2544,"Heavyweight","2015-12-11","Konstantin Erokhin"
"2545","Frankie Edgar",1,2545,"Featherweight","2015-12-11","Chad Mendes"
"2546","Joby Sanchez",0,2546,"Flyweight","2015-12-11","Geane Herrera"
"2547","Chris Gruetzemacher",1,2547,"Lightweight","2015-12-11","Abner Lloveras"
"2548","Antonio Carlos Junior",0.5,2548,"Middleweight","2015-12-10","Kevin Casey"
"2549","Jim Miller",0,2549,"Lightweight","2015-12-10","Michael Chiesa"
"2550","Omari Akhmedov",0,2550,"Welterweight","2015-12-10","Sergio Moraes"
"2551","Elias Theodorou",0,2551,"Middleweight","2015-12-10","Thiago Santos"
"2552","Rose Namajunas",1,2552,"WomenStrawweight","2015-12-10","Paige VanZant"
"2553","Sage Northcutt",1,2553,"Lightweight","2015-12-10","Cody Pfister"
"2554","Aljamain Sterling",1,2554,"Bantamweight","2015-12-10","Johnny Eduardo"
"2555","Tim Means",1,2555,"Welterweight","2015-12-10","John Howard"
"2556","Danny Roberts",1,2556,"Welterweight","2015-12-10","Nathan Coy"
"2557","Santiago Ponzinibbio",1,2557,"Welterweight","2015-12-10","Andreas Stahl"
"2558","Zubaira Tukhugov",1,2558,"Featherweight","2015-12-10","Phillipe Nover"
"2559","Kailin Curran",1,2559,"WomenStrawweight","2015-12-10","Emily Kagan"
"2560","Dongi Yang",1,2560,"Middleweight","2015-11-28","Jake Collier"
"2561","Seo Hee Ham",1,2561,"WomenStrawweight","2015-11-28","Cortney Casey"
"2562","Dong Hyun Kim",1,2562,"Welterweight","2015-11-28","Dominic Waters"
"2563","Yoshihiro Akiyama",0,2563,"Welterweight","2015-11-28","Alberto Mina"
"2564","Tae Hyun Bang",1,2564,"Lightweight","2015-11-28","Leo Kuntz"
"2565","Benson Henderson",1,2565,"Welterweight","2015-11-28","Jorge Masvidal"
"2566","Dooho Choi",1,2566,"Featherweight","2015-11-28","Sam Sicilia"
"2567","Yui Chul Nam",0,2567,"Featherweight","2015-11-28","Mike de la Torre"
"2568","Dominique Steele",1,2568,"Welterweight","2015-11-28","Dong Hyun Ma"
"2569","Guangyou Ning",0,2569,"Bantamweight","2015-11-28","Marco Beltran"
"2570","Yao Zhikui",0,2570,"Flyweight","2015-11-28","Fredy Serrano"
"2571","Jussier Formiga",0,2571,"Flyweight","2015-11-21","Henry Cejudo"
"2572","Efrain Escudero",0,2572,"Lightweight","2015-11-21","Leandro Silva"
"2573","Neil Magny",1,2573,"Welterweight","2015-11-21","Kelvin Gastelum"
"2574","Ricardo Lamas",1,2574,"Featherweight","2015-11-21","Diego Sanchez"
"2575","Erick Montano",1,2575,"Welterweight","2015-11-21","Enrique Marin"
"2576","Horacio Gutierrez",0,2576,"Lightweight","2015-11-21","Enrique Barzola"
"2577","Erik Perez",1,2577,"Bantamweight","2015-11-21","Taylor Lapilus"
"2578","Hector Urbina",0,2578,"Welterweight","2015-11-21","Bartosz Fabinski"
"2579","Valmir Lazaro",0,2579,"Lightweight","2015-11-21","Michel Prazeres"
"2580","Vernon Ramos Ho",0,2580,"Welterweight","2015-11-21","Alvaro Herrera Mendoza"
"2581","Cesar Arzamendia",0,2581,"Lightweight","2015-11-21","Marco Polo Reyes"
"2582","Gabriel Benitez",0,2582,"Featherweight","2015-11-21","Andre Fili"
"2583","Alejandro Perez",1,2583,"Bantamweight","2015-11-21","Scott Jorgensen"
"2584","Anthony Perosh",0,2584,"LightHeavyweight","2015-11-14","Gian Villante"
"2585","Kyle Noke",1,2585,"Welterweight","2015-11-14","Peter Sobotta"
"2586","Uriah Hall",0,2586,"Middleweight","2015-11-14","Robert Whittaker"
"2587","Stefan Struve",0,2587,"Heavyweight","2015-11-14","Jared Rosholt"
"2588","Jake Matthews",1,2588,"Lightweight","2015-11-14","Akbarh Arreola"
"2589","Ronda Rousey",0,2589,"WomenBantamweight","2015-11-14","Holly Holm"
"2590","Joanna Jedrzejczyk",1,2590,"WomenStrawweight","2015-11-14","Valerie Letourneau"
"2591","Mark Hunt",1,2591,"Heavyweight","2015-11-14","Antonio Silva"
"2592","Richie Vaculik",0,2592,"Flyweight","2015-11-14","Danny Martinez"
"2593","Daniel Kelly",1,2593,"Middleweight","2015-11-14","Steve Montgomery"
"2594","Richard Walsh",1,2594,"Welterweight","2015-11-14","Steve Kennedy"
"2595","James Moontasri",1,2595,"Welterweight","2015-11-14","Anton Zafir"
"2596","Ben Nguyen",1,2596,"Flyweight","2015-11-14","Ryan Benoit"
"2597","Yan Cabral",0,2597,"Lightweight","2015-11-07","Johnny Case"
"2598","Thomas Almeida",1,2598,"Bantamweight","2015-11-07","Anthony Birchak"
"2599","Alex Oliveira",1,2599,"Lightweight","2015-11-07","Piotr Hallmann"
"2600","Glover Teixeira",1,2600,"LightHeavyweight","2015-11-07","Patrick Cummins"
"2601","Gilbert Burns",0,2601,"Lightweight","2015-11-07","Rashid Magomedov"
"2602","Fabio Maldonado",0,2602,"LightHeavyweight","2015-11-07","Corey Anderson"
"2603","Vitor Belfort",1,2603,"Middleweight","2015-11-07","Dan Henderson"
"2604","Gleison Tibau",0,2604,"Lightweight","2015-11-07","Abel Trujillo"
"2605","Clay Guida",0,2605,"Featherweight","2015-11-07","Thiago Tavares"
"2606","Edimilson Souza",0,2606,"Featherweight","2015-11-07","Chas Skelly"
"2607","Viscardi Andrade",1,2607,"Welterweight","2015-11-07","Gasan Umalatov"
"2608","Bruno Rodrigues",0,2608,"Bantamweight","2015-11-07","Matheus Nicolau"
"2609","Pedro Munhoz",0,2609,"Bantamweight","2015-11-07","Jimmie Rivera"
"2610","Scott Askham",0,2610,"Middleweight","2015-10-24","Krzysztof Jotko"
"2611","Norman Parke",1,2611,"Lightweight","2015-10-24","Reza Madadi"
"2612","Aisling Daly",1,2612,"WomenStrawweight","2015-10-24","Ericka Almeida"
"2613","Neil Seery",1,2613,"Flyweight","2015-10-24","Jon Delos Reyes"
"2614","Nicolas Dalby",0.5,2614,"Welterweight","2015-10-24","Darren Till"
"2615","Cathal Pendred",0,2615,"Welterweight","2015-10-24","Tom Breese"
"2616","Paddy Holohan",0,2616,"Flyweight","2015-10-24","Louis Smolka"
"2617","Stevie Ray",1,2617,"Lightweight","2015-10-24","Mickael Lebout"
"2618","Darren Elkins",1,2618,"Featherweight","2015-10-24","Robert Whiteford"
"2619","Bubba Bush",0,2619,"Middleweight","2015-10-24","Garreth McLellan"
"2620","Yair Rodriguez",1,2620,"Featherweight","2015-10-03","Dan Hooker"
"2621","Ryan Bader",1,2621,"LightHeavyweight","2015-10-03","Rashad Evans"
"2622","Joseph Benavidez",1,2622,"Flyweight","2015-10-03","Ali Bagautinov"
"2623","Adriano Martins",1,2623,"Lightweight","2015-10-03","Islam Makhachev"
"2624","Shawn Jordan",0,2624,"Heavyweight","2015-10-03","Ruslan Magomedov"
"2625","Jessica Eye",0,2625,"WomenBantamweight","2015-10-03","Julianna Pena"
"2626","Alan Jouban",0,2626,"Welterweight","2015-10-03","Albert Tumenov"
"2627","Daniel Cormier",1,2627,"LightHeavyweight","2015-10-03","Alexander Gustafsson"
"2628","Rose Namajunas",1,2628,"WomenStrawweight","2015-10-03","Angela Hill"
"2629","Francisco Trevino",0,2629,"Lightweight","2015-10-03","Sage Northcutt"
"2630","Chris Cariaso",0,2630,"Flyweight","2015-10-03","Sergio Pettis"
"2631","Derrick Lewis",1,2631,"Heavyweight","2015-10-03","Viktor Pesta"
"2632","Katsunori Kikuno",0,2632,"Featherweight","2015-09-26","Diego Brandao"
"2633","Keita Nakamura",1,2633,"Welterweight","2015-09-26","Li Jingliang"
"2634","Nick Hein",1,2634,"Lightweight","2015-09-26","Yusuke Kasuya"
"2635","Gegard Mousasi",0,2635,"Middleweight","2015-09-26","Uriah Hall"
"2636","Josh Barnett",1,2636,"Heavyweight","2015-09-26","Roy Nelson"
"2637","Kyoji Horiguchi",1,2637,"Flyweight","2015-09-26","Chico Camus"
"2638","Takeya Mizugaki",1,2638,"Bantamweight","2015-09-26","George Roop"
"2639","Mizuto Hirota",0.5,2639,"Featherweight","2015-09-26","Teruto Ishihara"
"2640","Shinsho Anzai",1,2640,"Welterweight","2015-09-26","Roger Zapata"
"2641","Naoyuki Kotani",0,2641,"Lightweight","2015-09-26","Kajan Johnson"
"2642","Ross Pearson",1,2642,"Lightweight","2015-09-05","Paul Felder"
"2643","Anthony Johnson",1,2643,"LightHeavyweight","2015-09-05","Jimi Manuwa"
"2644","Paige VanZant",1,2644,"WomenStrawweight","2015-09-05","Alex Chambers"
"2645","Jessica Andrade",0,2645,"WomenBantamweight","2015-09-05","Raquel Pennington"
"2646","Demetrious Johnson",1,2646,"Flyweight","2015-09-05","John Dodson"
"2647","Jan Blachowicz",0,2647,"LightHeavyweight","2015-09-05","Corey Anderson"
"2648","Francisco Rivera",0,2648,"Bantamweight","2015-09-05","John Lineker"
"2649","Andrei Arlovski",1,2649,"Heavyweight","2015-09-05","Frank Mir"
"2650","Joe Riggs",1,2650,"Middleweight","2015-09-05","Ron Stallings"
"2651","Clay Collard",0,2651,"Featherweight","2015-09-05","Tiago dos Santos e Silva"
"2652","Joaquim Silva",1,2652,"Lightweight","2015-09-05","Nazareno Malegarie"
"2653","Maryna Moroz",0,2653,"WomenStrawweight","2015-08-23","Valerie Letourneau"
"2654","Max Holloway",1,2654,"Featherweight","2015-08-23","Charles Oliveira"
"2655","Sam Stout",0,2655,"Lightweight","2015-08-23","Frankie Perez"
"2656","Chad Laprise",0,2656,"Lightweight","2015-08-23","Francisco Trinaldo"
"2657","Yves Jabouin",0,2657,"Bantamweight","2015-08-23","Felipe Arantes"
"2658","Neil Magny",1,2658,"Welterweight","2015-08-23","Erick Silva"
"2659","Patrick Cote",1,2659,"Welterweight","2015-08-23","Joshua Burkman"
"2660","Olivier Aubin-Mercier",1,2660,"Lightweight","2015-08-23","Tony Sims"
"2661","Misha Cirkunov",1,2661,"LightHeavyweight","2015-08-23","Daniel Jolly"
"2662","Shane Campbell",1,2662,"Lightweight","2015-08-23","Elias Silverio"
"2663","Marcos Rogerio de Lima",0,2663,"LightHeavyweight","2015-08-23","Nikita Krylov"
"2664","Chris Kelades",1,2664,"Flyweight","2015-08-23","Chris Beal"
"2665","Derek Brunson",1,2665,"Middleweight","2015-08-08","Sam Alvey"
"2666","Sara McMann",0,2666,"WomenBantamweight","2015-08-08","Amanda Nunes"
"2667","Jared Rosholt",1,2667,"Heavyweight","2015-08-08","Timothy Johnson"
"2668","Michael Johnson",0,2668,"Lightweight","2015-08-08","Beneil Dariush"
"2669","Uriah Hall",1,2669,"Middleweight","2015-08-08","Oluwale Bamgbose"
"2670","Glover Teixeira",1,2670,"LightHeavyweight","2015-08-08","Ovince Saint Preux"
"2671","Ray Borg",1,2671,"Flyweight","2015-08-08","Geane Herrera"
"2672","Chris Camozzi",1,2672,"Middleweight","2015-08-08","Tom Watson"
"2673","Frankie Saenz",1,2673,"Bantamweight","2015-08-08","Sirwan Kakai"
"2674","Dustin Ortiz",1,2674,"Flyweight","2015-08-08","Willie Gates"
"2675","Chris Dempsey",0,2675,"LightHeavyweight","2015-08-08","Jonathan Wilson"
"2676","Marlon Vera",1,2676,"Bantamweight","2015-08-08","Roman Salazar"
"2677","Anthony Christodoulou",0,2677,"Lightweight","2015-08-08","Scott Holtzman"
"2678","Demian Maia",1,2678,"Welterweight","2015-08-01","Neil Magny"
"2679","Ronda Rousey",1,2679,"WomenBantamweight","2015-08-01","Bethe Correia"
"2680","Stefan Struve",1,2680,"Heavyweight","2015-08-01","Antonio Rodrigo Nogueira"
"2681","Antonio Silva",1,2681,"Heavyweight","2015-08-01","Soa Palelei"
"2682","Glaico Franca Moreira",1,2682,"Lightweight","2015-08-01","Fernando Bruno"
"2683","Claudia Gadelha",1,2683,"WomenStrawweight","2015-08-01","Jessica Aguilar"
"2684","Mauricio Rua",1,2684,"LightHeavyweight","2015-08-01","Rogerio Nogueira"
"2685","Reginaldo Vieira",1,2685,"Bantamweight","2015-08-01","Dileno Lopes"
"2686","Rafael Cavalcante",0,2686,"LightHeavyweight","2015-08-01","Patrick Cummins"
"2687","Iuri Alcantara",1,2687,"Bantamweight","2015-08-01","Leandro Issa"
"2688","Warlley Alves",1,2688,"Welterweight","2015-08-01","Nordine Taleb"
"2689","Vitor Miranda",1,2689,"Middleweight","2015-08-01","Clint Hester"
"2690","Hugo Viana",0,2690,"Bantamweight","2015-08-01","Guido Cannetti"
"2691","Edson Barboza",1,2691,"Lightweight","2015-07-25","Paul Felder"
"2692","Joe Lauzon",1,2692,"Lightweight","2015-07-25","Takanori Gomi"
"2693","Jim Miller",1,2693,"Lightweight","2015-07-25","Danny Castillo"
"2694","Gian Villante",0,2694,"LightHeavyweight","2015-07-25","Tom Lawlor"
"2695","Eddie Wineland",0,2695,"Bantamweight","2015-07-25","Bryan Caraway"
"2696","TJ Dillashaw",1,2696,"Bantamweight","2015-07-25","Renan Barao"
"2697","Kenny Robertson",0,2697,"Welterweight","2015-07-25","Ben Saunders"
"2698","Miesha Tate",1,2698,"WomenBantamweight","2015-07-25","Jessica Eye"
"2699","Daron Cruickshank",0,2699,"Lightweight","2015-07-25","James Krause"
"2700","Zak Cummings",1,2700,"Middleweight","2015-07-25","Dominique Steele"
"2701","Jessamyn Duke",0,2701,"WomenBantamweight","2015-07-25","Elizabeth Phillips"
"2702","Ramsey Nijem",0,2702,"Lightweight","2015-07-25","Andrew Holbrook"
"2703","Leon Edwards",1,2703,"Welterweight","2015-07-18","Pawel Pawlak"
"2704","Joanne Calderwood",1,2704,"WomenStrawweight","2015-07-18","Cortney Casey"
"2705","Joe Duffy",1,2705,"Lightweight","2015-07-18","Ivan Jorge"
"2706","Ross Pearson",0,2706,"Lightweight","2015-07-18","Evan Dunham"
"2707","Paddy Holohan",1,2707,"Flyweight","2015-07-18","Vaughan Lee"
"2708","Michael Bisping",1,2708,"Middleweight","2015-07-18","Thales Leites"
"2709","Stevie Ray",1,2709,"Lightweight","2015-07-18","Leonardo Mafra"
"2710","Ilir Latifi",1,2710,"LightHeavyweight","2015-07-18","Hans Stringer"
"2711","Mickael Lebout",1,2711,"Lightweight","2015-07-18","Teemu Packalen"
"2712","Robert Whiteford",1,2712,"Featherweight","2015-07-18","Paul Redmond"
"2713","Daniel Omielanczuk",1,2713,"Heavyweight","2015-07-18","Chris de la Rocha"
"2714","Marcus Brimage",0,2714,"Bantamweight","2015-07-18","Jimmie Rivera"
"2715","Sam Sicilia",1,2715,"Featherweight","2015-07-15","Yaotzin Meza"
"2716","Alan Jouban",1,2716,"Welterweight","2015-07-15","Matt Dwyer"
"2717","Jessica Andrade",1,2717,"WomenBantamweight","2015-07-15","Sarah Moras"
"2718","Kevin Lee",1,2718,"Lightweight","2015-07-15","James Moontasri"
"2719","Josh Thomson",0,2719,"Lightweight","2015-07-15","Tony Ferguson"
"2720","Scott Jorgensen",0,2720,"Bantamweight","2015-07-15","Manvel Gamburyan"
"2721","Holly Holm",1,2721,"WomenBantamweight","2015-07-15","Marion Reneau"
"2722","Frank Mir",1,2722,"Heavyweight","2015-07-15","Todd Duffee"
"2723","Rani Yahya",1,2723,"Bantamweight","2015-07-15","Masanori Kanehara"
"2724","Andrew Craig",0,2724,"Welterweight","2015-07-15","Lyman Good"
"2725","Igor Araujo",0,2725,"Welterweight","2015-07-15","Sean Strickland"
"2726","Kevin Casey",1,2726,"Middleweight","2015-07-15","Ildemar Alcantara"
"2727","Maximo Blanco",1,2727,"Featherweight","2015-07-12","Mike de la Torre"
"2728","Jorge Masvidal",1,2728,"Welterweight","2015-07-12","Cezar Ferreira"
"2729","Josh Samman",1,2729,"Middleweight","2015-07-12","Caio Magalhaes"
"2730","Angela Magana",0,2730,"WomenStrawweight","2015-07-12","Michelle Waterson"
"2731","Jake Ellenberger",0,2731,"Welterweight","2015-07-12","Stephen Thompson"
"2732","Kamaru Usman",1,2732,"Welterweight","2015-07-12","Hayder Hassan"
"2733","Russell Doane",0,2733,"Bantamweight","2015-07-12","Jerrod Sanders"
"2734","Michael Graves",1,2734,"Welterweight","2015-07-12","Vicente Luque"
"2735","Darrell Montague",0,2735,"Flyweight","2015-07-12","Willie Gates"
"2736","George Sullivan",1,2736,"Welterweight","2015-07-12","Dominic Waters"
"2737","Dan Miller",0,2737,"Middleweight","2015-07-12","Trevor Smith"
"2738","Chad Mendes",0,2738,"Featherweight","2015-07-11","Conor McGregor"
"2739","Matt Brown",1,2739,"Welterweight","2015-07-11","Tim Means"
"2740","Gunnar Nelson",1,2740,"Welterweight","2015-07-11","Brandon Thatch"
"2741","Robbie Lawler",1,2741,"Welterweight","2015-07-11","Rory MacDonald"
"2742","Cathal Pendred",0,2742,"Welterweight","2015-07-11","John Howard"
"2743","Mike Swick",0,2743,"Welterweight","2015-07-11","Alex Garcia"
"2744","Brad Pickett",0,2744,"Bantamweight","2015-07-11","Thomas Almeida"
"2745","Dennis Bermudez",0,2745,"Featherweight","2015-07-11","Jeremy Stephens"
"2746","Neil Seery",0,2746,"Flyweight","2015-07-11","Louis Smolka"
"2747","Yosdenis Cedeno",0,2747,"Lightweight","2015-07-11","Cody Pfister"
"2748","Cody Garbrandt",1,2748,"Bantamweight","2015-07-11","Henry Briones"
"2749","Steve Montgomery",0,2749,"Welterweight","2015-06-27","Tony Sims"
"2750","Santiago Ponzinibbio",0,2750,"Welterweight","2015-06-27","Lorenz Larkin"
"2751","Antonio Carlos Junior",1,2751,"Middleweight","2015-06-27","Eddie Gordon"
"2752","Leandro Silva",1,2752,"Welterweight","2015-06-27","Lewis Gonzalez"
"2753","Lyoto Machida",0,2753,"Middleweight","2015-06-27","Yoel Romero"
"2754","Hacran Dias",1,2754,"Featherweight","2015-06-27","Levan Makashvili"
"2755","Thiago Santos",1,2755,"Middleweight","2015-06-27","Steve Bosse"
"2756","Alex Oliveira",1,2756,"Welterweight","2015-06-27","Joe Merritt"
"2757","Danny Martinez",0,2757,"Bantamweight","2015-06-27","Sirwan Kakai"
"2758","Nick Hein",1,2758,"Lightweight","2015-06-20","Lukasz Sajewski"
"2759","Joanna Jedrzejczyk",1,2759,"WomenStrawweight","2015-06-20","Jessica Penne"
"2760","Dennis Siver",0,2760,"Featherweight","2015-06-20","Tatsuya Kawajiri"
"2761","Peter Sobotta",1,2761,"Welterweight","2015-06-20","Steve Kennedy"
"2762","Makwan Amirkhani",1,2762,"Featherweight","2015-06-20","Masio Fullen"
"2763","Mairbek Taisumov",1,2763,"Lightweight","2015-06-20","Alan Patrick"
"2764","Alan Omer",0,2764,"Featherweight","2015-06-20","Arnold Allen"
"2765","Niklas Backstrom",0,2765,"Featherweight","2015-06-20","Noad Lahat"
