"","fighter","winner","match_id","weight_class","date","opponent"
"342","Mauricio Rua",1,342,"LightHeavyweight","2020-07-25","Rogerio Nogueira"
"343","Francisco Trinaldo",1,343,"Lightweight","2020-07-25","Jai Herbert"
"344","Carla Esparza",1,344,"WomenStrawweight","2020-07-25","Marina Rodriguez"
"345","Khamzat Chimaev",1,345,"Welterweight","2020-07-25","Rhys McKee"
"346","Paul Craig",1,346,"LightHeavyweight","2020-07-25","Gadzhimurad Antigulov"
"347","Fabricio Werdum",1,347,"Heavyweight","2020-07-25","Alexander Gustafsson"
"348","Tom Aspinall",1,348,"Heavyweight","2020-07-25","Jake Collier"
"349","Nicolas Dalby",0.5,349,"Welterweight","2020-07-25","Jesse Ronson"
"350","Tanner Boser",1,350,"Heavyweight","2020-07-25","Raphael Pessoa"
"351","Movsar Evloev",1,351,"Featherweight","2020-07-25","Mike Grundy"
"352","Ramazan Emeev",1,352,"Welterweight","2020-07-25","Niklas Stolze"
"353","Bethe Correia",0,353,"WomenBantamweight","2020-07-25","Pannie Kianzad"
"354","Nathaniel Wood",1,354,"Bantamweight","2020-07-25","John Castaneda"
"355","Joe Duffy",0,355,"Lightweight","2020-07-18","Joel Alvarez"
"356","Jack Hermansson",1,356,"Middleweight","2020-07-18","Kelvin Gastelum"
"357","Marc Diakiese",0,357,"Lightweight","2020-07-18","Rafael Fiziev"
"358","Alexandre Pantoja",0,358,"Flyweight","2020-07-18","Askar Askarov"
"359","Grant Dawson",1,359,"CatchWeight","2020-07-18","Nad Narimani"
"360","Deiveson Figueiredo",1,360,"Flyweight","2020-07-18","Joseph Benavidez"
"361","Roman Dolidze",1,361,"LightHeavyweight","2020-07-18","Khadis Ibragimov"
"362","Ariane Lipski",1,362,"WomenFlyweight","2020-07-18","Luana Carolina"
"363","Malcolm Gordon",0,363,"Bantamweight","2020-07-18","Amir Albazi"
"364","Brett Johns",1,364,"Bantamweight","2020-07-18","Montel Jackson"
"365","Carlos Felipe",0,365,"Heavyweight","2020-07-18","Serghei Spivac"
"366","Davi Ramos",0,366,"Lightweight","2020-07-18","Arman Tsarukyan"
"367","Modestas Bukauskas",1,367,"LightHeavyweight","2020-07-15","Andreas Michailidis"
"368","Molly McCann",0,368,"WomenFlyweight","2020-07-15","Taila Santos"
"369","John Phillips",0,369,"Middleweight","2020-07-15","Khamzat Chimaev"
"370","Ricardo Ramos",0,370,"Featherweight","2020-07-15","Lerone Murphy"
"371","Jimmie Rivera",1,371,"Featherweight","2020-07-15","Cody Stamann"
"372","Calvin Kattar",1,372,"Featherweight","2020-07-15","Dan Ige"
"373","Abdul Razak Alhassan",0,373,"Welterweight","2020-07-15","Mounir Lazzez"
"374","Tim Elliott",1,374,"Flyweight","2020-07-15","Ryan Benoit"
"375","Diana Belbita",0,375,"WomenFlyweight","2020-07-15","Liana Jojua"
"376","Jack Shore",1,376,"Bantamweight","2020-07-15","Aaron Phillips"
"377","Jared Gordon",1,377,"Featherweight","2020-07-15","Chris Fishgold"
"378","Jessica Andrade",0,378,"WomenStrawweight","2020-07-11","Rose Namajunas"
"379","Makwan Amirkhani",1,379,"Featherweight","2020-07-11","Danny Henry"
"380","Volkan Oezdemir",0,380,"LightHeavyweight","2020-07-11","Jiri Prochazka"
"381","Elizeu Zaleski dos Santos",0,381,"Welterweight","2020-07-11","Muslim Salikhov"
"382","Petr Yan",1,382,"Bantamweight","2020-07-11","Jose Aldo"
"383","Alexander Volkanovski",1,383,"Featherweight","2020-07-11","Max Holloway"
"384","Kamaru Usman",1,384,"Welterweight","2020-07-11","Jorge Masvidal"
"385","Amanda Ribas",1,385,"WomenFlyweight","2020-07-11","Paige VanZant"
"386","Leonardo Santos",1,386,"Lightweight","2020-07-11","Roman Bogatov"
"387","Karol Rosa",1,387,"WomenBantamweight","2020-07-11","Vanessa Melo"
"388","Marcin Tybura",1,388,"Heavyweight","2020-07-11","Maxim Grishin"
"389","Raulian Paiva",1,389,"Flyweight","2020-07-11","Zhalgas Zhumagulov"
"390","Martin Day",0,390,"Bantamweight","2020-07-11","Davey Grant"
"391","Luis Pena",0,391,"Lightweight","2020-06-27","Khama Worthy"
"392","Philipe Lins",0,392,"Heavyweight","2020-06-27","Tanner Boser"
"393","Gian Villante",0,393,"Heavyweight","2020-06-27","Maurice Greene"
"394","Sean Woodson",0,394,"CatchWeight","2020-06-27","Julian Erosa"
"395","Mike Perry",1,395,"Welterweight","2020-06-27","Mickey Gall"
"396","Dustin Poirier",1,396,"Lightweight","2020-06-27","Dan Hooker"
"397","Brendan Allen",1,397,"Middleweight","2020-06-27","Kyle Daukaus"
"398","Takashi Sato",1,398,"Welterweight","2020-06-27","Jason Witt"
"399","Jordan Griffin",0,399,"Featherweight","2020-06-27","Youssef Zalal"
"400","Kay Hansen",1,400,"WomenStrawweight","2020-06-27","Jinh Yu Frey"
"401","Jim Miller",1,401,"CatchWeight","2020-06-20","Roosevelt Roberts"
"402","Marc-Andre Barriault",0.5,402,"Middleweight","2020-06-20","Oskar Piechota"
"403","Clay Guida",0,403,"Lightweight","2020-06-20","Bobby Green"
"404","Belal Muhammad",1,404,"Welterweight","2020-06-20","Lyman Good"
"405","Curtis Blaydes",1,405,"Heavyweight","2020-06-20","Alexander Volkov"
"406","Josh Emmett",1,406,"Featherweight","2020-06-20","Shane Burgos"
"407","Tecia Torres",1,407,"WomenStrawweight","2020-06-20","Brianna Van Buren"
"408","Raquel Pennington",1,408,"WomenBantamweight","2020-06-20","Marion Reneau"
"409","Cortney Casey",0,409,"WomenFlyweight","2020-06-20","Gillian Robertson"
"410","Frank Camacho",0,410,"Lightweight","2020-06-20","Justin Jaynes"
"411","Roxanne Modafferi",0,411,"WomenFlyweight","2020-06-20","Lauren Murphy"
"412","Austin Hubbard",1,412,"Lightweight","2020-06-20","Max Rohskopf"
"413","Mariya Agapova",1,413,"WomenFlyweight","2020-06-13","Hannah Cifers"
"414","Andre Fili",1,414,"Featherweight","2020-06-13","Charles Jourdain"
"415","Merab Dvalishvili",1,415,"CatchWeight","2020-06-13","Gustavo Lopez"
"416","Jordan Espinosa",1,416,"Bantamweight","2020-06-13","Mark De La Rosa"
"417","Karl Roberson",0,417,"Middleweight","2020-06-13","Marvin Vettori"
"418","Charles Rosa",1,418,"Lightweight","2020-06-13","Kevin Aguilar"
"419","Jessica Eye",0,419,"WomenFlyweight","2020-06-13","Cynthia Calvillo"
"420","Julia Avila",1,420,"WomenBantamweight","2020-06-13","Gina Mazany"
"421","Anthony Ivy",0,421,"Welterweight","2020-06-13","Christian Aguilera"
"422","Tyson Nam",1,422,"Bantamweight","2020-06-13","Zarrukh Adashev"
"423","Cody Stamann",1,423,"Featherweight","2020-06-06","Brian Kelleher"
"424","Eddie Wineland",0,424,"Bantamweight","2020-06-06","Sean O'Malley"
"425","Alex Caceres",1,425,"Featherweight","2020-06-06","Chase Hooper"
"426","Raphael Assuncao",0,426,"Bantamweight","2020-06-06","Cody Garbrandt"
"427","Amanda Nunes",1,427,"WomenFeatherweight","2020-06-06","Felicia Spencer"
"428","Aljamain Sterling",1,428,"Bantamweight","2020-06-06","Cory Sandhagen"
"429","Neil Magny",1,429,"Welterweight","2020-06-06","Anthony Rocco Martin"
"430","Ian Heinisch",1,430,"Middleweight","2020-06-06","Gerald Meerschaert"
"431","Charles Byrd",0,431,"Middleweight","2020-06-06","Maki Pitolo"
"432","Evan Dunham",0,432,"CatchWeight","2020-06-06","Herbert Burns"
"433","Alonzo Menifield",0,433,"LightHeavyweight","2020-06-06","Devin Clark"
"434","Jussier Formiga",0,434,"Flyweight","2020-06-06","Alex Perez"
"435","Blagoy Ivanov",0,435,"Heavyweight","2020-05-30","Augusto Sakai"
"436","Jamahal Hill",0.5,436,"LightHeavyweight","2020-05-30","Klidson Abreu"
"437","Mackenzie Dern",1,437,"WomenStrawweight","2020-05-30","Hannah Cifers"
"438","Daniel Rodriguez",1,438,"Welterweight","2020-05-30","Gabe Green"
"439","Katlyn Chookagian",1,439,"WomenFlyweight","2020-05-30","Antonina Shevchenko"
"440","Tyron Woodley",0,440,"Welterweight","2020-05-30","Gilbert Burns"
"441","Roosevelt Roberts",1,441,"Lightweight","2020-05-30","Brok Weaver"
"442","Billy Quarantillo",1,442,"CatchWeight","2020-05-30","Spike Carlyle"
"443","Tim Elliott",0,443,"Flyweight","2020-05-30","Brandon Royval"
"444","Louis Smolka",0,444,"Bantamweight","2020-05-30","Casey Kenney"
"445","Chris Gutierrez",1,445,"Featherweight","2020-05-30","Vince Morales"
"446","Dan Ige",1,446,"Featherweight","2020-05-16","Edson Barboza"
"447","Claudia Gadelha",1,447,"WomenStrawweight","2020-05-16","Angela Hill"
"448","Anthony Hernandez",0,448,"Middleweight","2020-05-16","Kevin Holland"
"449","Giga Chikadze",1,449,"Featherweight","2020-05-16","Irwin Rivera"
"450","Eryk Anders",0,450,"Middleweight","2020-05-16","Krzysztof Jotko"
"451","Matt Brown",0,451,"Welterweight","2020-05-16","Miguel Baeza"
"452","Alistair Overeem",1,452,"Heavyweight","2020-05-16","Walt Harris"
"453","Song Yadong",1,453,"Featherweight","2020-05-16","Marlon Vera"
"454","Cortney Casey",1,454,"WomenFlyweight","2020-05-16","Mara Romero Borella"
"455","Darren Elkins",0,455,"Featherweight","2020-05-16","Nate Landwehr"
"456","Rodrigo Nascimento",1,456,"Heavyweight","2020-05-16","Don'Tale Mayes"
"457","Ricky Simon",1,457,"Bantamweight","2020-05-13","Ray Borg"
"458","Ben Rothwell",1,458,"Heavyweight","2020-05-13","Ovince Saint Preux"
"459","Gabriel Benitez",0,459,"Lightweight","2020-05-13","Omar Morales"
"460","Anthony Smith",0,460,"LightHeavyweight","2020-05-13","Glover Teixeira"
"461","Andrei Arlovski",1,461,"Heavyweight","2020-05-13","Philipe Lins"
"462","Michael Johnson",0,462,"Lightweight","2020-05-13","Thiago Moises"
"463","Alexander Hernandez",0,463,"Lightweight","2020-05-13","Drew Dober"
"464","Sijara Eubanks",1,464,"WomenBantamweight","2020-05-13","Sarah Moras"
"465","Hunter Azure",0,465,"Featherweight","2020-05-13","Brian Kelleher"
"466","Chase Sherman",1,466,"Heavyweight","2020-05-13","Ike Villanueva"
"467","Carla Esparza",1,467,"WomenStrawweight","2020-05-09","Michelle Waterson"
"468","Anthony Pettis",1,468,"Welterweight","2020-05-09","Donald Cerrone"
"469","Aleksei Oleinik",1,469,"Heavyweight","2020-05-09","Fabricio Werdum"
"470","Jeremy Stephens",0,470,"Featherweight","2020-05-09","Calvin Kattar"
"471","Tony Ferguson",0,471,"Lightweight","2020-05-09","Justin Gaethje"
"472","Francis Ngannou",1,472,"Heavyweight","2020-05-09","Jairzinho Rozenstruik"
"473","Henry Cejudo",1,473,"Bantamweight","2020-05-09","Dominick Cruz"
"474","Vicente Luque",1,474,"Welterweight","2020-05-09","Niko Price"
"475","Greg Hardy",1,475,"Heavyweight","2020-05-09","Yorgan De Castro"
"476","Ryan Spann",1,476,"LightHeavyweight","2020-05-09","Sam Alvey"
"477","Bryce Mitchell",1,477,"Featherweight","2020-05-09","Charles Rosa"
"478","Amanda Ribas",1,478,"WomenStrawweight","2020-03-14","Randa Markos"
"479","Jussier Formiga",0,479,"Flyweight","2020-03-14","Brandon Moreno"
"480","Renato Moicano",1,480,"Lightweight","2020-03-14","Damir Hadzovic"
"481","Elizeu Zaleski dos Santos",1,481,"Welterweight","2020-03-14","Aleksei Kunchenko"
"482","Johnny Walker",0,482,"LightHeavyweight","2020-03-14","Nikita Krylov"
"483","Demian Maia",0,483,"Welterweight","2020-03-14","Gilbert Burns"
"484","Kevin Lee",0,484,"Lightweight","2020-03-14","Charles Oliveira"
"485","Francisco Trinaldo",1,485,"Lightweight","2020-03-14","John Makdessi"
"486","Rani Yahya",0.5,486,"Bantamweight","2020-03-14","Enrique Barzola"
"487","Mayra Bueno Silva",0,487,"WomenFlyweight","2020-03-14","Maryna Moroz"
"488","Bruno Silva",0,488,"Flyweight","2020-03-14","David Dvorak"
"489","Veronica Macedo",0,489,"WomenBantamweight","2020-03-14","Bea Malecki"
"490","Beneil Dariush",1,490,"Lightweight","2020-03-07","Drakkar Klose"
"491","Neil Magny",1,491,"Welterweight","2020-03-07","Li Jingliang"
"492","Sean O'Malley",1,492,"Bantamweight","2020-03-07","Jose Quinonez"
"493","Israel Adesanya",1,493,"Middleweight","2020-03-07","Yoel Romero"
"494","Zhang Weili",1,494,"WomenStrawweight","2020-03-07","Joanna Jedrzejczyk"
"495","Rodolfo Vieira",1,495,"Middleweight","2020-03-07","Saparbeg Safarov"
"496","Mark Madsen",1,496,"Lightweight","2020-03-07","Austin Hubbard"
"497","Giga Chikadze",1,497,"Featherweight","2020-03-07","Jamall Emmers"
"498","Batgerel Danaa",1,498,"Bantamweight","2020-03-07","Guido Cannetti"
"499","Gerald Meerschaert",1,499,"Middleweight","2020-03-07","Deron Winn"
"500","Alex Oliveira",1,500,"Welterweight","2020-03-07","Max Griffin"
"501","Marcin Tybura",1,501,"Heavyweight","2020-02-29","Serghei Spivac"
"502","Ion Cutelaba",0,502,"LightHeavyweight","2020-02-29","Magomed Ankalaev"
"503","Felicia Spencer",1,503,"WomenFeatherweight","2020-02-29","Zarah Fairn"
"504","Grant Dawson",1,504,"Featherweight","2020-02-29","Darrick Minner"
"505","Brendan Allen",1,505,"Middleweight","2020-02-29","Tom Breese"
"506","Gabriel Silva",0,506,"Bantamweight","2020-02-29","Kyler Phillips"
"507","Joseph Benavidez",0,507,"Flyweight","2020-02-29","Deiveson Figueiredo"
"508","Megan Anderson",1,508,"WomenFeatherweight","2020-02-29","Norma Dumont"
"509","Jordan Griffin",1,509,"Featherweight","2020-02-29","TJ Brown"
"510","Sean Brady",1,510,"Welterweight","2020-02-29","Ismail Naurdiev"
"511","Aalon Cruz",0,511,"Featherweight","2020-02-29","Spike Carlyle"
"512","Luis Pena",1,512,"Lightweight","2020-02-29","Steve Garcia"
"513","Jimmy Crute",1,513,"LightHeavyweight","2020-02-22","Michal Oleksiejczuk"
"514","Paul Felder",0,514,"Lightweight","2020-02-22","Dan Hooker"
"515","Jalin Turner",1,515,"Lightweight","2020-02-22","Josh Culibao"
"516","Karolina Kowalkiewicz",0,516,"WomenStrawweight","2020-02-22","Yan Xiaonan"
"517","Ben Sosoli",0,517,"Heavyweight","2020-02-22","Marcos Rogerio de Lima"
"518","Brad Riddell",1,518,"Lightweight","2020-02-22","Magomed Mustafaev"
"519","Kevin Aguilar",0,519,"Featherweight","2020-02-22","Zubaira Tukhugov"
"520","Jake Matthews",1,520,"Welterweight","2020-02-22","Emil Meek"
"521","Loma Lookboonmee",0,521,"WomenStrawweight","2020-02-22","Angela Hill"
"522","Kai Kara-France",1,522,"Flyweight","2020-02-22","Tyson Nam"
"523","Callan Potter",0,523,"Welterweight","2020-02-22","Song Kenan"
"524","Priscila Cachoeira",1,524,"WomenFlyweight","2020-02-22","Shana Dobson"
"525","Tim Means",0,525,"Welterweight","2020-02-15","Daniel Rodriguez"
"526","Lando Vannata",1,526,"Lightweight","2020-02-15","Yancy Medeiros"
"527","Brok Weaver",1,527,"Lightweight","2020-02-15","Kazula Vargas"
"528","Montana De La Rosa",1,528,"WomenFlyweight","2020-02-15","Mara Romero Borella"
"529","Rogerio Bontorin",0,529,"Flyweight","2020-02-15","Ray Borg"
"530","Diego Sanchez",1,530,"Welterweight","2020-02-15","Michel Pereira"
"531","Corey Anderson",0,531,"LightHeavyweight","2020-02-15","Jan Blachowicz"
"532","John Dodson",1,532,"Bantamweight","2020-02-15","Nathaniel Wood"
"533","Jim Miller",0,533,"Lightweight","2020-02-15","Scott Holtzman"
"534","Devin Clark",1,534,"LightHeavyweight","2020-02-15","Dequan Townsend"
"535","Casey Kenney",0,535,"Bantamweight","2020-02-15","Merab Dvalishvili"
"536","Mark De La Rosa",0,536,"Flyweight","2020-02-15","Raulian Paiva"
"537","Macy Chiasson",1,537,"WomenBantamweight","2020-02-15","Shanna Young"
"538","Valentina Shevchenko",1,538,"WomenFlyweight","2020-02-08","Katlyn Chookagian"
"539","Juan Adams",0,539,"Heavyweight","2020-02-08","Justin Tafa"
"540","Trevin Giles",1,540,"Middleweight","2020-02-08","James Krause"
"541","Derrick Lewis",1,541,"Heavyweight","2020-02-08","Ilir Latifi"
"542","Lauren Murphy",1,542,"WomenFlyweight","2020-02-08","Andrea Lee"
"543","Jon Jones",1,543,"LightHeavyweight","2020-02-08","Dominick Reyes"
"544","Mirsad Bektic",0,544,"Featherweight","2020-02-08","Dan Ige"
"545","Alex Morono",0,545,"Welterweight","2020-02-08","Khaos Williams"
"546","Andre Ewell",1,546,"Bantamweight","2020-02-08","Jonathan Martinez"
"547","Domingo Pilarte",0.5,547,"Bantamweight","2020-02-08","Journey Newson"
"548","Miles Johns",0,548,"Bantamweight","2020-02-08","Mario Bautista"
"549","Austin Lingo",0,549,"Featherweight","2020-02-08","Youssef Zalal"
"550","Curtis Blaydes",1,550,"Heavyweight","2020-01-25","Junior Dos Santos"
"551","Justine Kish",1,551,"WomenFlyweight","2020-01-25","Lucie Pudilova"
"552","Bevon Lewis",1,552,"Middleweight","2020-01-25","Dequan Townsend"
"553","Jordan Espinosa",0,553,"Flyweight","2020-01-25","Alex Perez"
"554","Jamahal Hill",1,554,"LightHeavyweight","2020-01-25","Darko Stosic"
"555","Rafael Dos Anjos",0,555,"Welterweight","2020-01-25","Michael Chiesa"
"556","Montel Jackson",1,556,"Bantamweight","2020-01-25","Felipe Colares"
"557","Arnold Allen",1,557,"Featherweight","2020-01-25","Nik Lentz"
"558","Sara McMann",1,558,"WomenBantamweight","2020-01-25","Lina Lansberg"
"559","Hannah Cifers",0,559,"WomenStrawweight","2020-01-25","Angela Hill"
"560","Brett Johns",1,560,"Bantamweight","2020-01-25","Tony Gravely"
"561","Herbert Burns",1,561,"Featherweight","2020-01-25","Nate Landwehr"
"562","Anthony Pettis",0,562,"Lightweight","2020-01-18","Diego Ferreira"
"563","Tim Elliott",0,563,"Flyweight","2020-01-18","Askar Askarov"
"564","Aleksei Oleinik",1,564,"Heavyweight","2020-01-18","Maurice Greene"
"565","Holly Holm",1,565,"WomenBantamweight","2020-01-18","Raquel Pennington"
"566","Conor McGregor",1,566,"Welterweight","2020-01-18","Donald Cerrone"
"567","Roxanne Modafferi",1,567,"WomenFlyweight","2020-01-18","Maycee Barber"
"568","Andre Fili",0,568,"Featherweight","2020-01-18","Sodiq Yusuff"
"569","Brian Kelleher",1,569,"Bantamweight","2020-01-18","Ode Osbourne"
"570","Drew Dober",1,570,"Lightweight","2020-01-18","Nasrat Haqparast"
"571","Aleksa Camur",1,571,"LightHeavyweight","2020-01-18","Justin Ledet"
"572","Sabina Mazo",1,572,"WomenFlyweight","2020-01-18","JJ Aldrich"
"573","Dooho Choi",0,573,"Featherweight","2019-12-21","Charles Jourdain"
"574","Volkan Oezdemir",1,574,"LightHeavyweight","2019-12-21","Aleksandar Rakic"
"575","Frankie Edgar",0,575,"Featherweight","2019-12-21","Chan Sung Jung"
"576","Da-Un Jung",1,576,"LightHeavyweight","2019-12-21","Mike Rodriguez"
"577","SeungWoo Choi",1,577,"Featherweight","2019-12-21","Suman Mokhtarian"
"578","Kyung Ho Kang",1,578,"Bantamweight","2019-12-21","Pingyuan Liu"
"579","Ciryl Gane",1,579,"Heavyweight","2019-12-21","Tanner Boser"
"580","Dong Hyun Ma",0,580,"Lightweight","2019-12-21","Omar Morales"
"581","Miranda Granger",0,581,"WomenStrawweight","2019-12-21","Amanda Lemos"
"582","Alexandre Pantoja",1,582,"Flyweight","2019-12-21","Matt Schnell"
"583","Heili Alateng",1,583,"Bantamweight","2019-12-21","Ryan Benoit"
"584","Junyong Park",1,584,"Middleweight","2019-12-21","Marc-Andre Barriault"
"585","Raoni Barcelos",1,585,"Bantamweight","2019-12-21","Said Nurmagomedov"
"586","Geoff Neal",1,586,"Welterweight","2019-12-14","Mike Perry"
"587","Ian Heinisch",0,587,"Middleweight","2019-12-14","Omari Akhmedov"
"588","Amanda Nunes",1,588,"WomenBantamweight","2019-12-14","Germaine de Randamie"
"589","Max Holloway",0,589,"Featherweight","2019-12-14","Alexander Volkanovski"
"590","Petr Yan",1,590,"Bantamweight","2019-12-14","Urijah Faber"
"591","Kamaru Usman",1,591,"Welterweight","2019-12-14","Colby Covington"
"592","Marlon Moraes",1,592,"Bantamweight","2019-12-14","Jose Aldo"
"593","Ketlen Vieira",0,593,"WomenBantamweight","2019-12-14","Irene Aldana"
"594","Brandon Moreno",1,594,"Flyweight","2019-12-14","Kai Kara-France"
"595","Matt Brown",1,595,"Welterweight","2019-12-14","Ben Saunders"
"596","Chase Hooper",1,596,"Featherweight","2019-12-14","Daniel Teymur"
"597","Jessica Eye",1,597,"WomenFlyweight","2019-12-14","Viviane Araujo"
"598","Punahele Soriano",1,598,"Middleweight","2019-12-14","Oskar Piechota"
"599","Marina Rodriguez",0.5,599,"WomenStrawweight","2019-12-07","Cynthia Calvillo"
"600","Alistair Overeem",0,600,"Heavyweight","2019-12-07","Jairzinho Rozenstruik"
"601","Aspen Ladd",1,601,"WomenBantamweight","2019-12-07","Yana Kunitskaya"
"602","Rob Font",1,602,"Bantamweight","2019-12-07","Ricky Simon"
"603","Cody Stamann",0.5,603,"Bantamweight","2019-12-07","Song Yadong"
"604","Stefan Struve",0,604,"Heavyweight","2019-12-07","Ben Rothwell"
"605","Thiago Alves",0,605,"Welterweight","2019-12-07","Tim Means"
"606","Billy Quarantillo",1,606,"Featherweight","2019-12-07","Jacob Kilburn"
"607","Joe Solecki",1,607,"Lightweight","2019-12-07","Matt Wiman"
"608","Bryce Mitchell",1,608,"Featherweight","2019-12-07","Matt Sayles"
"609","Virna Jandiroba",1,609,"WomenStrawweight","2019-12-07","Mallory Martin"
"610","Makhmud Muradov",1,610,"Middleweight","2019-12-07","Trevor Smith"
"611","Sergio Moraes",0,611,"Welterweight","2019-11-16","James Krause"
"612","Charles Oliveira",1,612,"Lightweight","2019-11-16","Jared Gordon"
"613","Jan Blachowicz",1,613,"LightHeavyweight","2019-11-16","Jacare Souza"
"614","Ricardo Ramos",1,614,"Featherweight","2019-11-16","Eduardo Garagorri"
"615","Antonio Arroyo",0,615,"Middleweight","2019-11-16","Andre Muniz"
"616","Mauricio Rua",0.5,616,"LightHeavyweight","2019-11-16","Paul Craig"
